SPEC-DB-TEMPLATES-001	implemented	NONE	-	-	-	backfilled
SPEC-DEAD-CONFIG-001	completed	S	-	-	NOFM	NOFM
SPEC-DEADPKG-INVESTIGATE-001	completed	M	-	-	NOFM	NOFM
SPEC-DEEPIV-001	implemented	NONE	-	-	-	NOFM
SPEC-DEPLOY-RESULT-WIRE-001	completed	M	-	-	NOFM	NOFM
SPEC-DEPRECATEDPATHS-RECONCILE-001	completed	S	-	-	draft	-
SPEC-DESIGN-001	implemented	NONE	-	NOFM	-	-
SPEC-DESIGN-ATTACH-001	implemented	NONE	-	-	-	-
SPEC-DESIGN-DOCS-001	implemented	NONE	-	-	-	-
SPEC-DESIGN-DOCS-V31-001	completed	L	-	NOFM	NOFM	NOFM
SPEC-DESIGN-DOCSV2-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-DESIGN-MOAIWEBV2-001	completed	M	NOFM	NOFM	NOFM	NOFM
SPEC-DESIGN-MOAIWEBV2-002	completed	M	-	-	in-progress	in-progress
SPEC-DESIGN-PENCIL-001	implemented	NONE	-	-	-	-
SPEC-DESKTOP-NATIVE-E2E-001	completed	M	-	-	NOFM	NOFM
SPEC-DIAGRAM-PROFILE-IMPORT-001	completed	M	-	-	NOFM	NOFM
SPEC-DISCOVERY-UNKNOWNS-001	completed	M	-	-	completed	completed
SPEC-DIVECC-ATTRIBUTION-FIX-001	completed	S	-	-	NOFM	-
SPEC-DIVECC-COMPACTION-LAYER-NAMING-001	completed	S	-	-	NOFM	-
SPEC-DIVECC-DELEGATION-TOKEN-COST-001	completed	S	-	-	NOFM	-
SPEC-DIVECC-EXTENSION-COST-LADDER-001	completed	S	-	-	NOFM	-
SPEC-DIVECC-HOOK-FAILURE-MODE-AUDIT-001	completed	NONE	NOFM	NOFM	NOFM	NOFM
SPEC-DIVECC-INVENTORY-VIEW-001	completed	M	-	-	NOFM	NOFM
SPEC-DIVECC-OBSERVABILITY-LOOP-001	completed	M	-	-	NOFM	NOFM
SPEC-DIVECC-PAPER-ARCHIVE-001	completed	S	-	-	NOFM	NOFM
SPEC-DOCS-SB-REMOVE-001	implemented	NONE	-	-	NOSTATUS	NOSTATUS
SPEC-DOCS-SITE-001	implemented	NONE	-	-	NOSTATUS	NOSTATUS
SPEC-DOCS-V313-CATCHUP-001	completed	M	-	-	NOFM	NOFM
SPEC-DOCS-WTRGO-001	completed	S	-	-	completed	completed
SPEC-DOCSITE-ADVANCED-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-DOCSITE-E2E-001	completed	M	-	-	NOFM	NOFM
SPEC-DOCTOR-PROMOTION-001	completed	S	-	-	NOFM	-
SPEC-DRIFT-001	implemented	NONE	-	-	NOSTATUS	-
SPEC-DWF-CODEMAPS-PILOT-001	completed	S	-	-	NOFM	NOFM
SPEC-E2E-REVIVAL-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-EMBED-001	completed	NONE	-	-	NOFM	NOFM
SPEC-ENVKEY-ANTHROPIC-SSOT-001	completed	M	-	-	NOSTATUS	NOSTATUS
SPEC-EPIC-STATUS-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-EVAL-001	implemented	NONE	-	-	NOSTATUS	backfilled
SPEC-EVALLIB-001	implemented	NONE	-	-	NOSTATUS	backfilled
SPEC-EVIDENCE-CLAIM-INVARIANT-001	completed	S	-	-	NOFM	-
SPEC-EVO-001	archived	NONE	-	-	NOFM	-
SPEC-FACTORY-BOOTSTRAP-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-FACTORY-MODE-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-FACTORY-WORKER-FANOUT-001	implemented	M	-	-	-	-
SPEC-FALSE-ALLCLEAR-GUARD-001	completed	M	-	-	NOFM	NOFM
SPEC-FEEDBACK-AUTO-SUBMIT-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-FIX-LOOPMAP-001	completed	S	-	-	NOFM	-
SPEC-FOURDIM-PHANTOM-001	completed	S	-	-	NOFM	NOFM
SPEC-FULL-SUITE-DOCTRINE-001	implemented	M	-	-	NOFM	NOFM
SPEC-GATE-001	implemented	NONE	-	-	-	NOSTATUS
SPEC-GATE-ASTGREP-REPAIR-001	completed	L	-	-	completed	completed
SPEC-GATE-THREE-AXES-001	completed	M	-	-	NOFM	NOFM
SPEC-GIT-001	completed	NONE	-	-	NOFM	NOFM
SPEC-GITFLOW-DOCTRINE-ALIGN-001	in-progress	S	-	NOFM	NOFM	NOFM
SPEC-GITHUB-WORKFLOW	implemented	NONE	-	-	NOFM	NOFM
SPEC-GITSTRATEGY-SAVE-ISOLATION-001	completed	S	-	-	NOFM	NOFM
SPEC-GLM-001	implemented	NONE	-	-	-	backfilled
SPEC-GLM-EFFORT-MAX-001	completed	S	-	-	NOFM	-
SPEC-GLM-EFFORT-REBALANCE-001	in-progress	M	-	-	NOFM	NOFM
SPEC-GLM-EFFORT-TUNE-001	completed	NONE	completed	completed	completed	completed
SPEC-GLM-FLASH-DEFAULT-001	completed	M	-	-	NOFM	NOFM
SPEC-GLM-KEY-INPUT-001	completed	M	-	-	draft	draft
SPEC-GLM-MCP-001	completed	NONE	-	NOFM	NOFM	NOFM
SPEC-GLM-MODEL-ALLOWLIST-001	completed	M	-	-	NOFM	NOFM
SPEC-GLM-WEBTOOL-ROUTING-001	completed	M	NOFM	NOFM	NOFM	NOFM
SPEC-GO-DEPS-UPDATE-001	completed	S	-	-	NOFM	NOFM
SPEC-GO-TOOLCHAIN-SEC-001	completed	S	-	-	NOFM	NOFM
SPEC-GOAL-DOCS-RETIRE-001	completed	S	draft	draft	in-progress	draft
SPEC-GOAL-ENGINE-001	completed	L	-	-	NOFM	NOFM
SPEC-GOAL-HTML-FLOW-001	completed	M	-	-	NOFM	NOFM
SPEC-GOAL-HTML-WIRING-001	completed	M	-	-	NOFM	NOFM
SPEC-GOAL-STOPFAILURE-CLEAR-001	implemented	M	-	-	implemented	implemented
SPEC-GOAL-SURFACE-UNIFY-001	completed	L	draft	draft	completed	completed
SPEC-GOPLS-BRIDGE-001	completed	NONE	-	-	NOFM	NOFM
SPEC-GRAPH-FRESHNESS-CADENCE-001	completed	M	-	-	NOFM	NOFM
SPEC-HAIKU-EFFORT-INERT-001	completed	S	-	-	completed	completed
SPEC-HANDOFF-AUTORESUME-001	completed	L	NOFM	NOFM	in-progress	NOFM
SPEC-HANDOFF-CTXGUIDE-001	completed	NONE	-	-	completed	-
SPEC-HANDOFF-FANOUT-001	completed	S	-	-	-	draft
SPEC-HANDOFF-GOALFIX-001	completed	M	-	-	completed	completed
SPEC-HANDOFF-MSGMODE-001	completed	NONE	-	-	completed	-
SPEC-HANDOFF-ONEPASTE-001	completed	M	-	-	completed	completed
SPEC-HANDOFF-THRESHOLD-001	completed	M	NOFM	NOFM	completed	NOFM
SPEC-HARNESS-APPLY-EXECUTE-001	completed	NONE	NOFM	NOFM	NOFM	NOFM
SPEC-HARNESS-CADENCE-BUILD-001	completed	M	-	-	completed	completed
SPEC-HARNESS-CLI-COVERAGE-001	completed	S	-	-	NOFM	NOFM
SPEC-HARNESS-EVO-PIPE-REPAIR-001	completed	M	-	-	NOFM	NOFM
SPEC-HARNESS-EVO-RUN-REPORT-001	completed	M	-	-	NOFM	NOFM
SPEC-HARNESS-EVOLVE-001	completed	M	-	-	NOFM	NOFM
SPEC-HARNESS-EVOLVE-002	completed	L	in-progress	in-progress	completed	completed
SPEC-HARNESS-EVOLVE-003	completed	L	draft	draft	completed	completed
SPEC-HARNESS-EXECUTE-E2E-001	completed	M	-	-	draft	draft
SPEC-HARNESS-LEARNING-EVO-001	completed	M	-	-	NOFM	NOFM
SPEC-HARNESS-LEARNING-EVO-002	completed	M	-	-	NOFM	NOFM
SPEC-HARNESS-LOOP-CLOSURE-001	completed	S	-	-	NOFM	NOFM
SPEC-HARNESS-LOOP-REPAIR-001	completed	L	-	-	NOFM	NOFM
SPEC-HARNESS-MCP-PROVISION-001	completed	M	-	-	NOFM	NOFM
SPEC-HARNESS-OUTCOME-CAPTURE-001	completed	M	-	-	completed	completed
SPEC-HARNESS-OUTCOME-ERRJOIN-001	completed	S	-	-	draft	draft
SPEC-HARNESS-RATCHET-REWIRE-001	completed	M	-	-	completed	completed
SPEC-HARNESS-REGRESSION-GATE-001	completed	M	-	-	draft	draft
SPEC-HARNESS-TOKEN-OPT-001	completed	M	-	-	NOFM	NOFM
SPEC-HARNESS-VERIFY-PROMOTE-001	completed	S	-	-	NOFM	NOFM
SPEC-HIERARCHICAL-TEAM-001	completed	M	-	-	NOFM	NOFM
SPEC-HNS-PREFIX-RENAME-001	completed	M	-	-	NOSTATUS	NOSTATUS
SPEC-HOOK-001	completed	NONE	-	-	NOSTATUS	NOSTATUS
SPEC-HOOK-002	archived	NONE	-	-	NOSTATUS	NOSTATUS
SPEC-HOOK-003	archived	NONE	-	-	NOSTATUS	NOSTATUS
SPEC-HOOK-004	archived	NONE	-	-	NOSTATUS	NOSTATUS
SPEC-HOOK-005	archived	NONE	-	-	NOSTATUS	NOSTATUS
SPEC-HOOK-006	archived	NONE	-	-	NOSTATUS	NOSTATUS
SPEC-HOOK-007	archived	NONE	-	-	NOSTATUS	NOSTATUS
SPEC-HOOK-008	implemented	NONE	-	-	NOFM	NOFM
SPEC-HOOK-009	implemented	NONE	-	-	NOFM	NOFM
SPEC-HOOK-CONFIG-SAFETY-001	completed	S	-	-	completed	completed
SPEC-HOOK-DEADCODE-001	completed	M	-	-	completed	completed
SPEC-HOOK-DISCIPLINE-WIRING-001	completed	M	NOFM	NOFM	NOFM	NOFM
SPEC-HOOK-EVENT-REGISTRY-001	completed	S	-	-	NOFM	-
SPEC-HOOK-FACTFORCE-ADVISORY-001	completed	S	-	-	NOFM	NOFM
SPEC-HOOK-FAILURE-CLASSIFY-001	completed	S	-	-	completed	-
SPEC-HOOK-OFFICIAL-COMPLIANCE-001	completed	L	-	-	NOFM	NOFM
SPEC-HOOK-PREEDIT-INVESTIGATE-001	superseded	S	-	-	NOFM	NOFM
SPEC-HOOK-PRETOOL-PERF-001	completed	M	-	-	NOFM	NOFM
SPEC-HOOK-SESSIONSTART-PROBE-001	completed	S	-	-	completed	completed
SPEC-HOOK-TRACE-FLUSH-001	completed	M	-	-	NOFM	NOFM
SPEC-HOOKWAVE-001	implemented	NONE	-	-	-	NOFM
SPEC-HUMANIZE-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-HUMANIZE-002	completed	M	-	-	NOFM	NOFM
SPEC-I18N-001-ARCHIVED	archived	NONE	-	-	NOFM	NOFM
SPEC-I18N-GOVERNANCE-001	completed	M	-	-	NOFM	NOFM
SPEC-INFINITE-GOAL-001	completed	M	-	-	NOFM	NOFM
SPEC-INIT-001	completed	NONE	-	-	NOFM	NOFM
SPEC-INIT-WIZARD-REPAIR-001	completed	M	-	-	NOFM	NOFM
SPEC-INTEGRATION-LOCK-LIVENESS-001	completed	M	-	-	NOFM	NOFM
SPEC-INTERNAL-ARCH-001	draft	L	draft	draft	draft	draft
SPEC-INTERNAL-PERF-001	completed	M	-	-	completed	completed
SPEC-INTERNAL-SECURITY-001	completed	M	-	-	completed	completed
SPEC-INTERNAL-TEST-001	completed	S	-	-	completed	completed
SPEC-INTERNAL-TEST-002	completed	M	-	-	completed	completed
SPEC-INTERNAL-TEST-003	completed	S	-	-	completed	completed
SPEC-INTERNAL-TEST-004	completed	S	-	NOFM	completed	completed
SPEC-INVOCATION-MODEL-001	completed	M	-	-	NOFM	NOFM
SPEC-INVOCATION-MODEL-002	completed	S	-	-	NOFM	NOFM
SPEC-KANBAN-BOARD-001	completed	L	draft	draft	completed	completed
SPEC-KANBAN-BOOTSTRAP-001	draft	L	draft	draft	draft	draft
SPEC-KANBAN-PR-CARD-TRACEABILITY-001	in-progress	S	-	-	NOFM	-
SPEC-KANBAN-QUEUE-PR-SYNC-001	in-progress	M	-	-	NOFM	NOFM
SPEC-KANBAN-RECORD-SESSION-KEY-001	completed	M	-	-	NOFM	NOFM
SPEC-KANBAN-RENAME-001	completed	L	draft	draft	in-progress	in-progress
SPEC-KANBAN-TODO-CLI-001	in-progress	M	-	NOFM	in-progress	in-progress
SPEC-KANBAN-WORKTREE-001	draft	L	draft	draft	draft	draft
SPEC-KARPATHY-001	implemented	NONE	-	-	planned	planned
SPEC-LAI-001	implemented	NONE	-	-	-	NOSTATUS
SPEC-LEAD-DEBOTTLENECK-001	completed	M	-	-	NOFM	NOFM
SPEC-LOOP-001	implemented	NONE	-	-	planned	planned
SPEC-LOOP-SWEEP-001	completed	M	-	-	NOFM	NOFM
SPEC-LOOP-VERDICT-CONTRACT-001	completed	M	-	-	completed	completed
SPEC-LSEL-DRAIN-STALL-001	completed	M	-	-	NOFM	NOFM
SPEC-LSEL-LOCAL-EVOLUTION-001	completed	M	-	-	NOFM	NOFM
SPEC-LSP-001	superseded	NONE	-	-	superseded	superseded
SPEC-LSP-AGG-003	completed	NONE	-	-	NOFM	NOFM
SPEC-LSP-CORE-002	implemented	NONE	-	-	NOFM	NOFM
SPEC-LSP-FLAKY-001	implemented	NONE	-	-	-	-
SPEC-LSP-FLAKY-002	implemented	NONE	-	-	-	-
SPEC-LSP-LOOP-005	completed	NONE	-	-	NOFM	NOFM
SPEC-LSP-MULTI-006	completed	NONE	-	-	NOFM	NOFM
SPEC-LSP-QGATE-004	completed	NONE	-	-	NOFM	NOFM
SPEC-LSPMCP-001	superseded	NONE	-	-	-	NOFM
SPEC-LSPMCP-RETIRE-001	completed	NONE	-	-	NOFM	NOFM
SPEC-MCP-AGENT-WIRING-001	completed	M	-	-	NOFM	NOFM
SPEC-MCP-CONSOLE-001	completed	M	-	-	NOFM	NOFM
SPEC-MCP-DEFAULT-ON-001	completed	M	-	-	NOFM	NOFM
SPEC-MCP-WORKTREE-ROOT-001	completed	S	-	-	NOFM	-
SPEC-MEM-SCOPE-001	archived	2	-	NOFM	NOSTATUS	NOSTATUS
SPEC-MEMO-001	implemented	NONE	-	-	-	NOFM
SPEC-MEMORY-DIET-001	completed	M	-	-	completed	completed
SPEC-MERGE-METHOD-CONFIG-001	completed	M	-	-	NOFM	NOFM
SPEC-METRICS-001	archived	3	-	NOFM	NOSTATUS	NOSTATUS
SPEC-MOAI-AGENTIC-LOOP-001	completed	L	-	-	completed	completed
SPEC-MOAI-MCP-SERVER-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-MOAI-SKILL-DOCTRINE-FIX-001	completed	NONE	-	-	completed	completed
SPEC-MOAI-WORKFLOW-SCHEDULE-001	completed	M	-	-	NOFM	NOFM
SPEC-MODEL-PROFILE-MATRIX-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-MODEL-PROFILE-MATRIX-002	in-progress	L	NOFM	NOFM	NOFM	NOFM
SPEC-MODEL-ROUTING-WIRE-001	superseded	M	-	-	draft	draft
SPEC-MODEL-TIER-PLANTYPE-001	completed	L	-	completed	completed	completed
SPEC-MX-001	implemented	NONE	-	-	NOFM	NOFM
SPEC-MX-002	completed	NONE	-	-	draft	draft
SPEC-MX-ASSOCIATION-001	completed	M	-	-	NOFM	NOFM
SPEC-MX-SCANNER-DOCS-001	completed	M	-	-	NOFM	NOFM
SPEC-NAVIGATOR-SYNC-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-NAVIGATOR-SYNC-002	completed	M	-	-	NOFM	NOFM
SPEC-NAVIGATOR-SYNC-003	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-NAVIGATOR-SYNC-004	completed	M	-	-	NOFM	NOFM
SPEC-NAVIGATOR-SYNC-005	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-NO-HYBRID-001	archived	3	-	NOFM	NOSTATUS	NOSTATUS
SPEC-OBS-ENABLED-GATE-001	completed	S	-	-	NOFM	NOFM
SPEC-OBSERVE-001	implemented	NONE	-	-	-	NOSTATUS
SPEC-OBSERVE-HYGIENE-001	completed	S	-	-	completed	completed
SPEC-OPUS47-COMPAT-001	completed	NONE	-	draft	draft	draft
SPEC-ORCH-GIT-RELAX-001	completed	NONE	NOFM	NOFM	NOFM	NOFM
SPEC-OWASP-CHECKLIST-GAP-001	completed	S	-	-	NOFM	-
SPEC-PARALLEL-COOK-001	archived	2	-	NOFM	NOSTATUS	NOSTATUS
SPEC-PERSIST-001	implemented	NONE	-	-	-	NOFM
SPEC-PHASE-FIELD-VALIDATION-001	completed	M	-	-	completed	completed
SPEC-PHASE-FRONTMATTER-OWNER-001	completed	S	-	-	NOFM	-
SPEC-PIPELINE-FANOUT-ACTIVATION-001	completed	M	-	NOFM	NOFM	NOFM
SPEC-PLAYWRIGHT-001	implemented	NONE	-	-	NOSTATUS	-
SPEC-PRECOMMIT-001	completed	S	-	-	NOFM	NOFM
SPEC-PRECOMMIT-PRESERVE-001	completed	M	-	-	NOFM	NOFM
SPEC-PREEDIT-PARALLEL-SESSION-GUARD-001	completed	M	-	-	NOFM	NOFM
SPEC-PREPUSH-LOADER-WIRING-001	completed	S	-	-	NOFM	NOFM
SPEC-PREPUSH-MODE-WIRING-001	completed	S	-	-	NOFM	NOFM
SPEC-PREPUSH-SAVE-WIRING-001	completed	S	-	-	NOFM	-
SPEC-PREPUSH-WIRING-001	completed	NONE	-	-	NOFM	NOFM
SPEC-PRETOOL-GATE-MOVE-001	completed	M	-	-	NOFM	NOFM
SPEC-PROFILE-MEMORY-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-PROGRESS-MARKER-CANON-001	completed	NONE	-	-	NOFM	NOFM
SPEC-PROJECT-DB-HINT-001	implemented	NONE	-	-	-	-
SPEC-PROJECT-HARNESS-BRIDGE-001	completed	M	-	-	NOFM	NOFM
SPEC-PROJECT-NAVIGATOR-001	completed	M	-	NOFM	NOFM	NOFM
SPEC-PROJECT-NAVIGATOR-002	completed	M	-	-	NOFM	NOFM
SPEC-PROJECT-NAVIGATOR-003	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-PROJECT-NAVIGATOR-004	completed	M	-	-	NOFM	NOFM
SPEC-PSR-001	implemented	NONE	-	-	NOFM	NOFM
SPEC-QUALITY-001	implemented	NONE	-	-	NOFM	NOFM
SPEC-RALPH-CONFIG-REDESIGN-001	completed	M	-	-	NOFM	NOFM
SPEC-REF-SEO-ABSORB-001	completed	M	-	NOFM	NOFM	NOFM
SPEC-REFACTOR-001	implemented	NONE	-	NOFM	NOFM	NOFM
SPEC-REFLECT-001	implemented	NONE	-	-	-	-
SPEC-RESUME-MSG-001	archived	3	-	NOFM	NOSTATUS	NOSTATUS
SPEC-RETRY-IDEMPOTENCY-001	completed	S	-	-	NOFM	NOFM
SPEC-RULE-DIET-002	completed	M	-	-	draft	draft
SPEC-SDD-001	completed	NONE	-	-	-	backfilled
SPEC-SEARCH-001	implemented	NONE	-	NOSTATUS	NOSTATUS	NOSTATUS
SPEC-SEC-DEEPSCAN-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-SEC-GUARDIAN-001	completed	L	NOFM	NOFM	NOFM	NOFM
SPEC-SEC-HARDEN-001	completed	L	draft	draft	draft	draft
SPEC-SEC-HARDEN-002	completed	M	-	-	NOFM	NOFM
